observation_date,DEXINUS,YearMonth,Monthly_Avg
01-06-2023,82.41,2023-06,82.23
02-06-2023,82.35,2023-06,82.23
05-06-2023,82.67,2023-06,82.23
06-06-2023,82.61,2023-06,82.23
07-06-2023,82.5,2023-06,82.23
08-06-2023,82.57,2023-06,82.23
09-06-2023,82.46,2023-06,82.23
12-06-2023,82.43,2023-06,82.23
13-06-2023,82.38,2023-06,82.23
14-06-2023,82.1,2023-06,82.23
15-06-2023,82.18,2023-06,82.23
16-06-2023,81.89,2023-06,82.23
19-06-2023,,2023-06,82.23
20-06-2023,82.11,2023-06,82.23
21-06-2023,82.04,2023-06,82.23
22-06-2023,81.93,2023-06,82.23
23-06-2023,82.01,2023-06,82.23
26-06-2023,82,2023-06,82.23
27-06-2023,81.98,2023-06,82.23
28-06-2023,82,2023-06,82.23
29-06-2023,82.05,2023-06,82.23
30-06-2023,82.06,2023-06,82.23
03-07-2023,81.96,2023-07,82.16
04-07-2023,,2023-07,82.16
05-07-2023,82.34,2023-07,82.16
06-07-2023,82.49,2023-07,82.16
07-07-2023,82.74,2023-07,82.16
10-07-2023,82.57,2023-07,82.16
11-07-2023,82.39,2023-07,82.16
12-07-2023,82.03,2023-07,82.16
13-07-2023,82.04,2023-07,82.16
14-07-2023,82.16,2023-07,82.16
17-07-2023,82.03,2023-07,82.16
18-07-2023,82.03,2023-07,82.16
19-07-2023,82.09,2023-07,82.16
20-07-2023,81.99,2023-07,82.16
21-07-2023,81.99,2023-07,82.16
24-07-2023,81.81,2023-07,82.16
25-07-2023,81.87,2023-07,82.16
26-07-2023,81.99,2023-07,82.16
27-07-2023,82.15,2023-07,82.16
28-07-2023,82.22,2023-07,82.16
31-07-2023,82.24,2023-07,82.16
01-08-2023,82.25,2023-08,82.81
02-08-2023,82.58,2023-08,82.81
03-08-2023,82.74,2023-08,82.81
04-08-2023,82.83,2023-08,82.81
07-08-2023,82.75,2023-08,82.81
08-08-2023,82.85,2023-08,82.81
09-08-2023,82.84,2023-08,82.81
10-08-2023,82.69,2023-08,82.81
11-08-2023,82.87,2023-08,82.81
14-08-2023,83.17,2023-08,82.81
15-08-2023,82.94,2023-08,82.81
16-08-2023,83.19,2023-08,82.81
17-08-2023,83.09,2023-08,82.81
18-08-2023,83.14,2023-08,82.81
21-08-2023,83.1,2023-08,82.81
22-08-2023,82.94,2023-08,82.81
23-08-2023,82.69,2023-08,82.81
24-08-2023,82.57,2023-08,82.81
25-08-2023,82.64,2023-08,82.81
28-08-2023,82.6,2023-08,82.81
29-08-2023,82.7,2023-08,82.81
30-08-2023,82.73,2023-08,82.81
31-08-2023,82.78,2023-08,82.81
01-09-2023,82.69,2023-09,83.07
04-09-2023,,2023-09,83.07
05-09-2023,83.03,2023-09,83.07
06-09-2023,83.14,2023-09,83.07
07-09-2023,83.21,2023-09,83.07
08-09-2023,82.93,2023-09,83.07
11-09-2023,83.03,2023-09,83.07
12-09-2023,82.86,2023-09,83.07
13-09-2023,82.93,2023-09,83.07
14-09-2023,83.02,2023-09,83.07
15-09-2023,83.15,2023-09,83.07
18-09-2023,83.27,2023-09,83.07
19-09-2023,83.27,2023-09,83.07
20-09-2023,83.07,2023-09,83.07
21-09-2023,83.11,2023-09,83.07
22-09-2023,82.95,2023-09,83.07
25-09-2023,83.11,2023-09,83.07
26-09-2023,83.24,2023-09,83.07
27-09-2023,83.18,2023-09,83.07
28-09-2023,83.13,2023-09,83.07
29-09-2023,83.08,2023-09,83.07
02-10-2023,83.04,2023-10,83.22
03-10-2023,83.22,2023-10,83.22
04-10-2023,83.25,2023-10,83.22
05-10-2023,83.24,2023-10,83.22
06-10-2023,83.25,2023-10,83.22
09-10-2023,,2023-10,83.22
10-10-2023,83.25,2023-10,83.22
11-10-2023,83.18,2023-10,83.22
12-10-2023,83.28,2023-10,83.22
13-10-2023,83.26,2023-10,83.22
16-10-2023,83.28,2023-10,83.22
17-10-2023,83.22,2023-10,83.22
18-10-2023,83.25,2023-10,83.22
19-10-2023,83.1,2023-10,83.22
20-10-2023,83.14,2023-10,83.22
23-10-2023,83.19,2023-10,83.22
24-10-2023,83.19,2023-10,83.22
25-10-2023,83.18,2023-10,83.22
26-10-2023,83.24,2023-10,83.22
27-10-2023,83.27,2023-10,83.22
30-10-2023,83.25,2023-10,83.22
31-10-2023,83.26,2023-10,83.22
01-11-2023,83.24,2023-11,83.27
02-11-2023,83.22,2023-11,83.27
03-11-2023,83.14,2023-11,83.27
06-11-2023,83.19,2023-11,83.27
07-11-2023,83.22,2023-11,83.27
08-11-2023,83.28,2023-11,83.27
09-11-2023,83.25,2023-11,83.27
10-11-2023,,2023-11,83.27
13-11-2023,83.32,2023-11,83.27
14-11-2023,83.32,2023-11,83.27
15-11-2023,83.11,2023-11,83.27
16-11-2023,83.22,2023-11,83.27
17-11-2023,83.25,2023-11,83.27
20-11-2023,83.33,2023-11,83.27
21-11-2023,83.26,2023-11,83.27
22-11-2023,83.29,2023-11,83.27
23-11-2023,,2023-11,83.27
24-11-2023,83.34,2023-11,83.27
27-11-2023,83.34,2023-11,83.27
28-11-2023,83.33,2023-11,83.27
29-11-2023,83.31,2023-11,83.27
30-11-2023,83.36,2023-11,83.27
01-12-2023,83.27,2023-12,83.25
04-12-2023,83.4,2023-12,83.25
05-12-2023,83.33,2023-12,83.25
06-12-2023,83.32,2023-12,83.25
07-12-2023,83.32,2023-12,83.25
08-12-2023,83.38,2023-12,83.25
11-12-2023,83.38,2023-12,83.25
12-12-2023,83.37,2023-12,83.25
13-12-2023,83.4,2023-12,83.25
14-12-2023,83.28,2023-12,83.25
15-12-2023,83.02,2023-12,83.25
18-12-2023,83.04,2023-12,83.25
19-12-2023,83.18,2023-12,83.25
20-12-2023,83.14,2023-12,83.25
21-12-2023,83.27,2023-12,83.25
22-12-2023,83.12,2023-12,83.25
25-12-2023,,2023-12,83.25
26-12-2023,83.17,2023-12,83.25
27-12-2023,83.35,2023-12,83.25
28-12-2023,83.15,2023-12,83.25
29-12-2023,83.19,2023-12,83.25
01-01-2024,,2024-01,83.11
02-01-2024,83.31,2024-01,83.11
03-01-2024,83.3,2024-01,83.11
04-01-2024,83.21,2024-01,83.11
05-01-2024,83.16,2024-01,83.11
08-01-2024,83.13,2024-01,83.11
09-01-2024,83.09,2024-01,83.11
10-01-2024,83.01,2024-01,83.11
11-01-2024,83.03,2024-01,83.11
12-01-2024,82.92,2024-01,83.11
15-01-2024,,2024-01,83.11
16-01-2024,83.05,2024-01,83.11
17-01-2024,83.14,2024-01,83.11
18-01-2024,83.15,2024-01,83.11
19-01-2024,83.09,2024-01,83.11
22-01-2024,83.08,2024-01,83.11
23-01-2024,83.15,2024-01,83.11
24-01-2024,83.09,2024-01,83.11
25-01-2024,83.08,2024-01,83.11
26-01-2024,83.11,2024-01,83.11
29-01-2024,83.12,2024-01,83.11
30-01-2024,83.11,2024-01,83.11
31-01-2024,83.02,2024-01,83.11
01-02-2024,82.95,2024-02,82.95
02-02-2024,82.92,2024-02,82.95
05-02-2024,83.04,2024-02,82.95
06-02-2024,83.03,2024-02,82.95
07-02-2024,82.97,2024-02,82.95
08-02-2024,82.97,2024-02,82.95
09-02-2024,83,2024-02,82.95
12-02-2024,82.95,2024-02,82.95
13-02-2024,83.06,2024-02,82.95
14-02-2024,83.02,2024-02,82.95
15-02-2024,83,2024-02,82.95
16-02-2024,83.02,2024-02,82.95
19-02-2024,,2024-02,82.95
20-02-2024,82.88,2024-02,82.95
21-02-2024,82.96,2024-02,82.95
22-02-2024,82.86,2024-02,82.95
23-02-2024,82.86,2024-02,82.95
26-02-2024,82.85,2024-02,82.95
27-02-2024,82.88,2024-02,82.95
28-02-2024,82.88,2024-02,82.95
29-02-2024,82.87,2024-02,82.95
01-03-2024,82.91,2024-03,83.02
04-03-2024,82.88,2024-03,83.02
05-03-2024,82.86,2024-03,83.02
06-03-2024,82.78,2024-03,83.02
07-03-2024,82.78,2024-03,83.02
08-03-2024,82.73,2024-03,83.02
11-03-2024,82.72,2024-03,83.02
12-03-2024,82.77,2024-03,83.02
13-03-2024,82.81,2024-03,83.02
14-03-2024,82.82,2024-03,83.02
15-03-2024,82.86,2024-03,83.02
18-03-2024,82.89,2024-03,83.02
19-03-2024,83.01,2024-03,83.02
20-03-2024,83.18,2024-03,83.02
21-03-2024,83.15,2024-03,83.02
22-03-2024,83.53,2024-03,83.02
25-03-2024,83.42,2024-03,83.02
26-03-2024,83.32,2024-03,83.02
27-03-2024,83.34,2024-03,83.02
28-03-2024,83.35,2024-03,83.02
29-03-2024,83.34,2024-03,83.02
01-04-2024,83.36,2024-04,83.40
02-04-2024,83.32,2024-04,83.40
03-04-2024,83.43,2024-04,83.40
04-04-2024,83.44,2024-04,83.40
05-04-2024,83.29,2024-04,83.40
08-04-2024,83.25,2024-04,83.40
09-04-2024,83.18,2024-04,83.40
10-04-2024,83.37,2024-04,83.40
11-04-2024,83.19,2024-04,83.40
12-04-2024,83.59,2024-04,83.40
15-04-2024,83.48,2024-04,83.40
16-04-2024,83.54,2024-04,83.40
17-04-2024,83.54,2024-04,83.40
18-04-2024,83.53,2024-04,83.40
19-04-2024,83.46,2024-04,83.40
22-04-2024,83.47,2024-04,83.40
23-04-2024,83.36,2024-04,83.40
24-04-2024,83.34,2024-04,83.40
25-04-2024,83.31,2024-04,83.40
26-04-2024,83.38,2024-04,83.40
29-04-2024,83.46,2024-04,83.40
30-04-2024,83.44,2024-04,83.40
01-05-2024,83.45,2024-05,83.39
02-05-2024,83.44,2024-05,83.39
03-05-2024,83.43,2024-05,83.39
06-05-2024,83.48,2024-05,83.39
07-05-2024,83.51,2024-05,83.39
08-05-2024,83.45,2024-05,83.39
09-05-2024,83.51,2024-05,83.39
10-05-2024,83.54,2024-05,83.39
13-05-2024,83.48,2024-05,83.39
14-05-2024,83.5,2024-05,83.39
15-05-2024,83.46,2024-05,83.39
16-05-2024,83.46,2024-05,83.39
17-05-2024,83.34,2024-05,83.39
20-05-2024,83.34,2024-05,83.39
21-05-2024,83.31,2024-05,83.39
22-05-2024,83.26,2024-05,83.39
23-05-2024,83.27,2024-05,83.39
24-05-2024,83.09,2024-05,83.39
27-05-2024,,2024-05,83.39
28-05-2024,83.16,2024-05,83.39
29-05-2024,83.33,2024-05,83.39
30-05-2024,83.28,2024-05,83.39
31-05-2024,83.43,2024-05,83.39
03-06-2024,83.14,2024-06,83.46
04-06-2024,83.52,2024-06,83.46
05-06-2024,83.37,2024-06,83.46
06-06-2024,83.47,2024-06,83.46
07-06-2024,83.38,2024-06,83.46
10-06-2024,83.5,2024-06,83.46
11-06-2024,83.5,2024-06,83.46
12-06-2024,83.57,2024-06,83.46
13-06-2024,83.52,2024-06,83.46
14-06-2024,83.54,2024-06,83.46
17-06-2024,83.52,2024-06,83.46
18-06-2024,83.42,2024-06,83.46
19-06-2024,,2024-06,83.46
20-06-2024,83.62,2024-06,83.46
21-06-2024,83.53,2024-06,83.46
24-06-2024,83.42,2024-06,83.46
25-06-2024,83.4,2024-06,83.46
26-06-2024,83.55,2024-06,83.46
27-06-2024,83.44,2024-06,83.46
28-06-2024,83.33,2024-06,83.46
01-07-2024,83.44,2024-07,83.59
02-07-2024,83.5,2024-07,83.59
03-07-2024,83.48,2024-07,83.59
04-07-2024,,2024-07,83.59
05-07-2024,83.47,2024-07,83.59
08-07-2024,83.45,2024-07,83.59
09-07-2024,83.47,2024-07,83.59
10-07-2024,83.5,2024-07,83.59
11-07-2024,83.57,2024-07,83.59
12-07-2024,83.48,2024-07,83.59
15-07-2024,83.55,2024-07,83.59
16-07-2024,83.6,2024-07,83.59
17-07-2024,83.55,2024-07,83.59
18-07-2024,83.58,2024-07,83.59
19-07-2024,83.7,2024-07,83.59
22-07-2024,83.65,2024-07,83.59
23-07-2024,83.68,2024-07,83.59
24-07-2024,83.72,2024-07,83.59
25-07-2024,83.7,2024-07,83.59
26-07-2024,83.7,2024-07,83.59
29-07-2024,83.75,2024-07,83.59
30-07-2024,83.7,2024-07,83.59
31-07-2024,83.73,2024-07,83.59
01-08-2024,83.7,2024-08,83.89
02-08-2024,83.79,2024-08,83.89
05-08-2024,83.83,2024-08,83.89
06-08-2024,83.91,2024-08,83.89
07-08-2024,83.96,2024-08,83.89
08-08-2024,83.95,2024-08,83.89
09-08-2024,83.92,2024-08,83.89
12-08-2024,83.92,2024-08,83.89
13-08-2024,83.97,2024-08,83.89
14-08-2024,83.91,2024-08,83.89
15-08-2024,83.94,2024-08,83.89
16-08-2024,83.95,2024-08,83.89
19-08-2024,83.82,2024-08,83.89
20-08-2024,83.79,2024-08,83.89
21-08-2024,83.93,2024-08,83.89
22-08-2024,83.93,2024-08,83.89
23-08-2024,83.91,2024-08,83.89
26-08-2024,83.87,2024-08,83.89
27-08-2024,83.91,2024-08,83.89
28-08-2024,83.9,2024-08,83.89
29-08-2024,83.84,2024-08,83.89
30-08-2024,83.83,2024-08,83.89
02-09-2024,,2024-09,83.79
03-09-2024,83.94,2024-09,83.79
04-09-2024,83.95,2024-09,83.79
05-09-2024,83.96,2024-09,83.79
06-09-2024,83.91,2024-09,83.79
09-09-2024,83.93,2024-09,83.79
10-09-2024,83.95,2024-09,83.79
11-09-2024,83.95,2024-09,83.79
12-09-2024,83.92,2024-09,83.79
13-09-2024,83.88,2024-09,83.79
16-09-2024,83.89,2024-09,83.79
17-09-2024,83.75,2024-09,83.79
18-09-2024,83.75,2024-09,83.79
19-09-2024,83.68,2024-09,83.79
20-09-2024,83.57,2024-09,83.79
23-09-2024,83.53,2024-09,83.79
24-09-2024,83.66,2024-09,83.79
25-09-2024,83.56,2024-09,83.79
26-09-2024,83.6,2024-09,83.79
27-09-2024,83.68,2024-09,83.79
30-09-2024,83.76,2024-09,83.79
01-10-2024,83.81,2024-10,84.01
02-10-2024,83.81,2024-10,84.01
03-10-2024,84,2024-10,84.01
04-10-2024,83.99,2024-10,84.01
07-10-2024,83.96,2024-10,84.01
08-10-2024,83.95,2024-10,84.01
09-10-2024,83.93,2024-10,84.01
10-10-2024,83.94,2024-10,84.01
11-10-2024,84.08,2024-10,84.01
14-10-2024,,2024-10,84.01
15-10-2024,84.04,2024-10,84.01
16-10-2024,84.01,2024-10,84.01
17-10-2024,84.04,2024-10,84.01
18-10-2024,84.03,2024-10,84.01
21-10-2024,84.07,2024-10,84.01
22-10-2024,84.06,2024-10,84.01
23-10-2024,84.06,2024-10,84.01
24-10-2024,84.05,2024-10,84.01
25-10-2024,84.06,2024-10,84.01
28-10-2024,84.05,2024-10,84.01
29-10-2024,84.04,2024-10,84.01
30-10-2024,84.07,2024-10,84.01
31-10-2024,84.06,2024-10,84.01
01-11-2024,84.03,2024-11,84.33
04-11-2024,84.11,2024-11,84.33
05-11-2024,84.1,2024-11,84.33
06-11-2024,84.31,2024-11,84.33
07-11-2024,84.37,2024-11,84.33
08-11-2024,84.34,2024-11,84.33
11-11-2024,,2024-11,84.33
12-11-2024,84.38,2024-11,84.33
13-11-2024,84.39,2024-11,84.33
14-11-2024,84.42,2024-11,84.33
15-11-2024,84.41,2024-11,84.33
18-11-2024,84.37,2024-11,84.33
19-11-2024,84.36,2024-11,84.33
20-11-2024,84.41,2024-11,84.33
21-11-2024,84.48,2024-11,84.33
22-11-2024,84.44,2024-11,84.33
25-11-2024,84.24,2024-11,84.33
26-11-2024,84.27,2024-11,84.33
27-11-2024,84.41,2024-11,84.33
28-11-2024,,2024-11,84.33
29-11-2024,84.48,2024-11,84.33
